"('Asphalt', 'A. No Damage')","('Asphalt', 'B. Affected (1-9%)')","('Asphalt', 'C. Minor (10-25%)')","('Asphalt', 'D. Major (26-50%)')","('Asphalt', 'E. Destroyed (>50%)')","('Combustible', 'A. No Damage')","('Combustible', 'B. Affected (1-9%)')","('Combustible', 'C. Minor (10-25%)')","('Combustible', 'D. Major (26-50%)')","('Combustible', 'E. Destroyed (>50%)')","('Concrete', 'A. No Damage')","('Concrete', 'B. Affected (1-9%)')","('Concrete', 'C. Minor (10-25%)')","('Concrete', 'D. Major (26-50%)')","('Concrete', 'E. Destroyed (>50%)')","('Fire Resistant', 'A. No Damage')","('Fire Resistant', 'B. Affected (1-9%)')","('Fire Resistant', 'C. Minor (10-25%)')","('Fire Resistant', 'D. Major (26-50%)')","('Fire Resistant', 'E. Destroyed (>50%)')","('Metal', 'A. No Damage')","('Metal', 'B. Affected (1-9%)')","('Metal', 'C. Minor (10-25%)')","('Metal', 'D. Major (26-50%)')","('Metal', 'E. Destroyed (>50%)')","('No Deck/Porch', 'A. No Damage')","('Non Combustible', 'E. Destroyed (>50%)')","('Other', 'A. No Damage')","('Other', 'B. Affected (1-9%)')","('Other', 'C. Minor (10-25%)')","('Other', 'D. Major (26-50%)')","('Other', 'E. Destroyed (>50%)')","('Tile', 'A. No Damage')","('Tile', 'B. Affected (1-9%)')","('Tile', 'C. Minor (10-25%)')","('Tile', 'D. Major (26-50%)')","('Tile', 'E. Destroyed (>50%)')","('Unknown', 'A. No Damage')","('Unknown', 'B. Affected (1-9%)')","('Unknown', 'C. Minor (10-25%)')","('Unknown', 'D. Major (26-50%)')","('Unknown', 'E. Destroyed (>50%)')","('Wood', 'A. No Damage')","('Wood', 'B. Affected (1-9%)')","('Wood', 'C. Minor (10-25%)')","('Wood', 'D. Major (26-50%)')","('Wood', 'E. Destroyed (>50%)')",A. Single Residence,B. Multiple Residence,C. Mixed Commercial/Residential,D. Nonresidential Commercial,E. Infrastructure,F. Agriculture,G. Other Minor Structure,Incident Name,Year,County,Total Economic Loss
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,McFarland,2021,Shasta,20240
23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,51,0,0,0,0,0,32,McFarland,2021,Tehama,21798255
47,1,3,0,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88,5,1,0,107,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,197,1,1,8,1,0,119,McKinney,2022,Siskiyou,34310462
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,McLane,2022,Tehama,30600
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,Meyers,2018,El Dorado,659079
111,12,3,2,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,1,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,192,0,0,3,0,0,52,Mill,2022,Siskiyou,36935882
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Milton,2023,Calaveras,343118
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,3,Mission,2017,Madera,2084488
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Montaire,2020,El Dorado,184349
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Montero,2024,Calaveras,695366
93,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,13,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,136,0,5,6,0,0,92,Monument,2021,Trinity,48074370
87,3,1,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,2,0,1,14,0,0,5,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,114,0,0,1,2,0,93,Mosquito,2022,El Dorado,27438952
183,3,0,0,10,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,185,3,0,0,25,0,0,18,0,0,0,2,8,0,0,0,0,2,0,0,0,1,4,0,0,0,1,252,1,1,45,14,0,143,Mosquito,2022,Placer,85363563
22,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,20,Mountain,2019,Shasta,5266033
2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,5,Mountain,2022,Siskiyou,1334078
605,33,12,3,83,0,0,0,0,0,41,0,0,0,7,0,0,0,0,0,190,7,2,3,33,0,0,21,1,1,0,2,590,42,13,7,78,3,0,1,0,35,9,1,0,0,5,1227,16,2,58,34,0,491,Mountain,2024,Ventura,932210808
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Nelda,2022,Sacramento,170628
9,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,Nelson,2020,Butte,1863287
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Nicolaus,2018,Placer,25339
31,2,0,1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,5,70,0,0,0,0,0,44,Nixon,2024,Riverside,12608046
292,39,4,0,1073,0,0,0,0,0,5,1,1,0,8,0,0,0,0,0,255,46,9,7,837,0,0,36,3,1,3,237,4,0,0,0,10,62,4,0,0,77,2,0,0,0,68,1940,0,0,77,25,0,1042,North Complex,2020,Butte,476651340
12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,4,35,0,0,4,6,0,50,North Complex,2020,Plumas,8195133
0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,2,5,3,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,0,75,0,0,0,0,0,107,0,0,5,0,0,131,Nuns,2017,Napa,143064585
0,0,0,0,0,3,13,1,3,83,0,0,0,0,0,9,69,21,6,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,1,3,408,0,0,0,0,0,637,0,0,34,0,0,617,Nuns,2017,Sonoma,656226219
29,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,1,0,0,16,0,0,2,0,0,0,3,0,0,0,0,0,12,0,0,0,1,1,0,0,0,1,55,0,0,0,0,0,38,Oak,2020,Mendocino,8500895
236,6,1,2,96,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,171,0,1,0,82,0,0,1,0,0,0,1,5,0,0,0,4,0,0,0,0,2,1,0,0,0,6,410,0,0,15,1,0,191,Oak,2022,Mariposa,100517053
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Olinda,2024,Shasta,91122
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Oliveira,2023,Calaveras,499742
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,Omega,2018,El Dorado,1113940
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,Owens River,2016,Mono,3877642
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pablo,2019,San Luis Obispo,15712
1909,393,96,39,4281,0,0,0,0,0,86,19,5,1,78,0,0,0,0,0,231,49,9,4,282,0,0,54,15,1,1,13,1613,199,43,18,1420,116,22,6,3,557,25,2,2,0,18,9332,388,11,212,8,0,1659,Palisades,2025,Los Angeles,17750929514
521,16,8,0,206,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,311,11,2,7,187,1,0,9,0,0,0,9,38,1,0,0,13,0,0,0,0,17,10,2,0,0,8,751,8,0,24,13,0,587,Park,2024,Butte,253837679
108,1,0,0,54,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,306,2,2,2,184,0,0,3,0,0,0,6,0,0,0,0,4,5,0,0,0,21,3,0,0,0,4,382,9,0,28,15,0,275,Park,2024,Tehama,46446206
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Patricia,2024,Shasta,64465
0,1,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,11,Pawnee,2018,Lake,2312238
5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,40,0,0,1,Pay,2024,El Dorado,3020502
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Peach,2021,Shasta,62326
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Peak,2017,Mariposa,69619
4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,Pebble,2022,Fresno,579253
9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,12,Pedro,2024,Mariposa,4928456
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Pedro,2024,Tuolumne,11552
30,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,9,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,31,Peter,2022,Shasta,13016776
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Pine Flat,2021,Fresno,45534
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Pleasant,2017,Nevada,258047
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Plumas,2021,Tehama,103361
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,4,Pocket,2017,Sonoma,9080381
11,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,27,0,0,6,0,0,27,Point,2024,Sonoma,68263493
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Pond,2020,San Benito,2541967
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,Pond,2020,San Luis Obispo,3975383
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,Ponderosa,2017,Butte,850595
27,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0,1,1,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,5,2,0,27,Post,2024,Los Angeles,267007
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Post,2024,Ventura,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,Posta,2024,San Diego,1127155
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Purple,2024,Butte,11376
26,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,1,0,0,0,0,8,4,0,0,0,0,0,0,0,3,0,0,0,0,0,54,0,0,0,0,0,5,Quail,2020,Solano,19402313
5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,Quarry,2023,San Benito,777915
5,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,11,Railbridge,2024,Butte,3425298
7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,Rainbow,2022,Tehama,330723
0,4,1,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,77,0,0,0,0,0,0,11,0,0,0,0,14,0,0,0,0,13,0,0,0,1,6,129,0,0,0,1,0,122,Ranch,2018,Lake,24698124
0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,2,Ranch,2018,Mendocino,246165
19,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,4,Rancho,2022,Tehama,1110145
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Rancho,2023,Tehama,12124
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Reche,2023,Riverside,107976
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,Red Bank,2019,Tehama,120000
0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,19,8,6,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,312,0,0,8,0,0,232,Redwood,2017,Mendocino,92798286
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Riata,2023,Calaveras,319404
4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,Rices,2022,Nevada,1506132
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Richmond,2018,Lassen,82097
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ridge,2018,Placer,123583
0,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,12,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,1,18,River,2018,Lake,5620245
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,River,2018,Mendocino,20186
25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,1,0,38,River,2021,Madera,11957877
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,13,River,2021,Mariposa,26338213
95,7,0,0,46,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,24,1,0,2,22,0,0,5,0,1,0,4,4,1,0,0,2,0,0,0,0,2,2,1,0,0,2,151,0,0,1,0,0,71,River,2021,Nevada,51596234
59,3,0,1,39,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,2,2,0,13,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,2,105,0,0,0,0,0,38,River,2021,Placer,35443482
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Robinson,2020,Butte,267671
0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,44,0,0,0,1,0,42,Rocky,2015,Lake,6388152
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,Rocky,2024,Butte,406246
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Round,2015,Inyo,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,40,0,0,0,0,0,17,Round,2015,Mono,15060919
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ruby,2018,Tuolumne,19000
16,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,7,Ruby,2023,Shasta,2158121
11,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,2,0,0,1,0,0,67,0,0,2,0,0,46,SCU Lightning Cmplx,2020,Alameda,3260787
12,3,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,0,0,0,1,39,0,0,0,4,0,24,SCU Lightning Cmplx,2020,San Joaquin,6399658
102,4,0,1,31,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,102,4,0,1,72,0,0,5,1,1,0,0,6,0,0,0,5,160,0,2,0,26,1,0,0,0,7,291,7,1,16,7,0,217,SCU Lightning Cmplx,2020,Santa Clara,22705526
17,1,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,24,0,0,1,12,0,0,0,0,0,0,1,2,0,0,0,1,78,0,0,0,2,0,0,0,0,2,72,0,0,2,0,0,75,SCU Lightning Cmplx,2020,Stanislaus,13454056
154,4,1,0,81,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,299,4,1,1,116,0,0,17,0,0,0,3,0,0,0,0,2,51,0,0,0,20,23,1,0,0,9,520,7,0,94,7,0,170,SQF Complex,2020,Tulare,39478045
0,1,1,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,63,14,2,11,0,0,0,0,7,0,0,0,0,1,60,38,0,5,0,0,5,Saddleridge,2019,Los Angeles,33015922
15,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,0,27,Salt,2021,Shasta,15352427
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Salt,2023,Shasta,90598
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Sand,2019,Yolo,367350
4,2,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,4,Sandalwood,2019,Riverside,960508
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,Sandra,2022,Butte,280591
69,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,106,0,1,0,0,0,17,Sheep,2020,Lassen,19136829
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Silver,2018,Shasta,300000
41,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,2,734,0,0,0,0,0,0,0,0,1,0,0,0,0,0,536,211,0,39,1,0,13,Silverado,2020,Orange,763868544
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,34,Sites,2024,Colusa,5927819
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,0,0,0,0,0,0,0,87,0,0,0,0,0,0,Skirball,2017,Los Angeles,141232588
0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39,0,0,0,0,0,60,0,0,0,0,0,13,Soberanes,2016,Monterey,7259234
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Southern,2021,San Diego,111900
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,Spenceville,2017,Yuba,394287
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Spring,2018,San Luis Obispo,158112
